[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:10:21,137 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,116 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,116 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,116 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,246 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,256 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,256 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,256 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,256 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,256 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,376 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,376 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,386 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,386 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,386 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,386 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,506 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,506 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,506 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,506 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,506 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,506 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,657 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,657 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,657 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,657 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,667 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,667 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,787 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,787 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,787 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,787 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:51,797 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:51,797 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,017 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,017 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,017 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,017 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,017 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,017 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,027 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,027 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,027 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,167 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,167 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,167 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,167 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,167 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,177 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,288 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,288 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,288 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,298 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,298 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,298 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,418 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,418 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,418 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,418 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,438 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,438 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,558 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,568 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,568 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,568 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,568 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,568 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,688 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,688 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,688 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,698 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,698 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,698 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,838 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,838 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,838 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,848 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,858 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,858 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,969 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,969 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,969 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,979 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:52,979 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:52,979 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,219 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,219 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,219 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,229 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,229 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,229 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,239 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,239 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,239 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,379 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,379 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,379 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,389 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,389 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,389 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,509 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,509 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,509 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,519 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,519 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,519 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,670 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,670 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,670 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,670 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,680 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,680 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,790 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,790 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,790 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,800 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,800 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,800 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,950 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,950 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,950 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,960 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:53,960 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:53,960 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,080 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,080 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,080 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,090 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,090 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,090 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,210 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,210 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,210 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,210 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,220 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,220 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,581 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,581 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,591 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,591 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,591 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,591 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,601 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,601 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,601 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,721 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,721 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,721 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,721 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,721 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,731 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,871 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,871 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,871 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,871 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:54,871 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:54,871 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,001 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,001 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,001 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,011 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,011 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,011 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,152 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,162 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,162 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,162 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,162 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,162 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,272 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,272 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,282 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,282 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,282 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,282 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,492 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,492 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,492 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,502 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,502 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,502 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,612 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,612 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,612 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,612 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:55,622 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:55,622 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,313 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:56,313 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,313 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,323 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:56,323 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,323 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,353 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:56,353 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,353 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,534 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:56,534 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,534 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,554 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 23:29:56,554 [1] INFO  PDFv2.connect Closed
2010-02-20 23:29:56,574 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 23:41:32,294 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-20 23:41:32,364 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:41:32,364 [1] INFO  PDFv2.MainForm Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 23:44:01,368 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-20 23:44:01,399 [1] INFO  PDFv2.MainForm Closed
2010-02-20 23:44:01,399 [1] INFO  PDFv2.MainForm Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-21 11:03:34,232 [1] INFO  PDFv2.connect OTVORENE
2010-02-21 11:03:34,302 [1] INFO  PDFv2.connect Closed
2010-02-21 11:03:34,302 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-21 11:05:46,111 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-21 11:05:46,141 [1] INFO  PDFv2.MainForm Closed
2010-02-21 11:05:46,141 [1] INFO  PDFv2.MainForm Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-21 11:10:13,636 [1] INFO  PDFv2.connect OTVORENE
2010-02-21 11:10:13,676 [1] INFO  PDFv2.connect Closed
2010-02-21 11:10:13,676 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-21 11:12:06,688 [1] INFO  PDFv2.MainForm OTVORENE
2010-02-21 11:12:06,729 [1] INFO  PDFv2.MainForm Closed
2010-02-21 11:12:06,729 [1] INFO  PDFv2.MainForm Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-21 11:15:40,226 [1] INFO  PDFv2.connect OTVORENE
2010-02-21 11:15:40,256 [1] INFO  PDFv2.connect Closed
2010-02-21 11:15:40,266 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 17:44:45,484 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 17:44:45,635 [1] INFO  PDFv2.connect Closed
2010-02-23 17:44:45,635 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 17:50:49,878 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 17:50:49,908 [1] INFO  PDFv2.connect Closed
2010-02-23 17:50:49,908 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 17:53:04,672 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 17:53:04,702 [1] INFO  PDFv2.connect Closed
2010-02-23 17:53:04,702 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 17:57:49,432 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 17:57:49,462 [1] INFO  PDFv2.connect Closed
2010-02-23 17:57:49,462 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 17:58:20,376 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 17:58:20,416 [1] INFO  PDFv2.connect Closed
2010-02-23 17:58:20,416 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 17:59:58,577 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 17:59:58,607 [1] INFO  PDFv2.connect Closed
2010-02-23 17:59:58,607 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:00:59,305 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:00:59,325 [1] INFO  PDFv2.connect Closed
2010-02-23 18:00:59,335 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:01:18,272 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:01:18,292 [1] INFO  PDFv2.connect Closed
2010-02-23 18:01:18,302 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:05:09,324 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:05:09,354 [1] INFO  PDFv2.connect Closed
2010-02-23 18:05:09,354 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:09:25,653 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:09:25,693 [1] INFO  PDFv2.connect Closed
2010-02-23 18:09:25,693 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:14:33,355 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:14:33,435 [1] INFO  PDFv2.connect Closed
2010-02-23 18:14:33,435 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:15:41,723 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:15:41,744 [1] INFO  PDFv2.connect Closed
2010-02-23 18:15:41,754 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:15:53,991 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:15:54,021 [1] INFO  PDFv2.connect Closed
2010-02-23 18:15:54,021 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:21:11,257 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:21:11,287 [1] INFO  PDFv2.connect Closed
2010-02-23 18:21:11,287 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:22:43,580 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:22:43,620 [1] INFO  PDFv2.connect Closed
2010-02-23 18:22:43,620 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:24:22,182 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:24:22,212 [1] INFO  PDFv2.connect Closed
2010-02-23 18:24:22,222 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:26:20,252 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:26:20,292 [1] INFO  PDFv2.connect Closed
2010-02-23 18:26:20,292 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:26:59,098 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:26:59,148 [1] INFO  PDFv2.connect Closed
2010-02-23 18:26:59,148 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:28:10,550 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:28:10,580 [1] INFO  PDFv2.connect Closed
2010-02-23 18:28:10,580 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:30:24,142 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:30:24,172 [1] INFO  PDFv2.connect Closed
2010-02-23 18:30:24,182 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:32:02,143 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:32:02,183 [1] INFO  PDFv2.connect Closed
2010-02-23 18:32:02,183 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:38:27,537 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:38:27,577 [1] INFO  PDFv2.connect Closed
2010-02-23 18:38:27,577 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:40:17,185 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:40:17,225 [1] INFO  PDFv2.connect Closed
2010-02-23 18:40:17,225 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:48:43,573 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:48:43,603 [1] INFO  PDFv2.connect Open
2010-02-23 18:48:43,603 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:49:21,448 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:49:21,508 [1] INFO  PDFv2.connect Open
2010-02-23 18:49:21,508 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:53:42,603 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:53:42,633 [1] INFO  PDFv2.connect Open
2010-02-23 18:53:42,633 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 18:54:45,173 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 18:54:45,213 [1] INFO  PDFv2.connect Open
2010-02-23 18:54:45,213 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:02:13,818 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:02:13,838 [1] INFO  PDFv2.connect Open
2010-02-23 19:02:13,838 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:08:32,333 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:08:32,353 [1] INFO  PDFv2.connect Open
2010-02-23 19:08:32,353 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:09:54,441 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:09:54,461 [1] INFO  PDFv2.connect Open
2010-02-23 19:09:54,461 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:12:12,860 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:12:12,900 [1] INFO  PDFv2.connect Open
2010-02-23 19:12:12,900 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:13:24,603 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:13:24,643 [1] INFO  PDFv2.connect Open
2010-02-23 19:13:24,643 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:21:23,401 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:21:23,421 [1] INFO  PDFv2.connect Open
2010-02-23 19:21:23,431 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:22:04,200 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:22:04,230 [1] INFO  PDFv2.connect Open
2010-02-23 19:22:04,230 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 19:23:43,162 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 19:23:43,192 [1] INFO  PDFv2.connect Open
2010-02-23 19:23:43,192 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 20:06:17,575 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 20:06:17,645 [1] INFO  PDFv2.connect Open
2010-02-23 20:06:17,645 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 20:10:26,874 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 20:10:26,914 [1] INFO  PDFv2.connect Open
2010-02-23 20:10:26,914 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 20:17:41,559 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 20:17:41,629 [1] INFO  PDFv2.connect Open
2010-02-23 20:17:41,629 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 20:21:28,105 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 20:39:14,979 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 20:55:00,829 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:09:54,985 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:12:34,975 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:22:20,987 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:23:19,451 [1] INFO  PDFv2.connect Closed
